query_id,device,rule_title,has_label_2,has_label_1,label2_ttps,label1_ttps
746c86fb-ccda-4816-8997-01386263acc4,EDR,Container Residence Discovery Via Proc Virtual FS,1,1,,
b45e3d6f-42c6-47d8-a478-df6bd6cf534c,EDR,Local System Accounts Discovery - Linux,1,1,,
38eb1dbb-011f-40b1-a126-cf03a0210563,EDR,ESXi Syslog Configuration Change Via ESXCLI,1,1,,
403ed92c-b7ec-4edd-9947-5b535ee12d46,EDR,Crontab Enumeration,1,1,,
42df45e7-e6e9-43b5-8f26-bec5b39cc239,EDR,System Information Discovery,1,1,,
bb382fd5-b454-47ea-a264-1828e4c766d6,EDR,Shell Invocation via Apt - Linux,1,1,,
34979410-e4b5-4e5d-8cfb-389fdff05c12,EDR,Remove Immutable File Attribute,1,1,,
e2326866-609f-4015-aea9-7ec634e8aa04,EDR,Shell Execution via Rsync - Linux,1,1,,
bed978f8-7f3a-432b-82c5-9286a9b3031a,EDR,Shell Invocation via Env Command - Linux,1,1,,
80915f59-9b56-4616-9de0-fd0dea6c12fe,EDR,Clear Linux Logs,1,1,,
4c519226-f0cd-4471-bd2f-6fbb2bb68a79,EDR,System Network Connections Discovery - Linux,1,1,,
2d2f44ff-4611-4778-a8fc-323a0e9850cc,EDR,Inline Python Execution - Spawn Shell Via OS System Library,1,1,,
43e26eb5-cd58-48d1-8ce9-a273f5d298d8,EDR,Potential Container Discovery Via Inodes Listing,1,1,,
c172b7b5-f3a1-4af2-90b7-822c63df86cb,EDR,Mask System Power Settings Via Systemctl,0,1,,
ea3ecad2-db86-4a89-ad0b-132a10d2db55,EDR,Interactive Bash Suspicious Children,1,1,,
22236d75-d5a0-4287-bf06-c93b1770860f,EDR,Triple Cross eBPF Rootkit Install Commands,1,1,,
067d8238-7127-451c-a9ec-fa78045b618b,EDR,Linux Doas Tool Execution,1,1,,
3be619f4-d9ec-4ea8-a173-18fdd01996ab,EDR,Flush Iptables Ufw Chain,1,0,,
700fb7e8-2981-401c-8430-be58e189e741,EDR,Suspicious Package Installed - Linux,1,0,,
1182f3b3-e716-4efa-99ab-d2685d04360f,EDR,History File Deletion,1,1,,
e2072cab-8c9a-459b-b63c-40ae79e27031,EDR,Decode Base64 Encoded Text,1,0,,
86157017-c2b1-4d4a-8c33-93b8e67e4af4,EDR,Potential Suspicious Change To Sensitive/Critical Files,1,1,,
a2d9e2f3-0f43-4c7a-bcd9-9acfc0d723aa,EDR,Suspicious Download and Execute Pattern via Curl/Wget,1,1,,
21541900-27a9-4454-9c4c-3f0a4240344a,EDR,OMIGOD SCX RunAsProvider ExecuteShellCommand,1,1,,
c21c4eaa-ba2e-419a-92b2-8371703cbe21,EDR,Setuid and Setgid,1,1,,
5f1573a7-363b-4114-9208-ad7a61de46eb,EDR,ESXi VM List Discovery Via ESXCLI,1,1,,
6b14bac8-3e3a-4324-8109-42f0546a347f,EDR,Scheduled Cron Task/Job - Linux,1,1,,
b28e4eb3-8bbc-4f0c-819f-edfe8e2f25db,EDR,ESXi Account Creation Via ESXCLI,1,1,,
d7a650c4-226c-451e-948f-cc490db506aa,EDR,PUA - TruffleHog Execution - Linux,1,1,,
a015e032-146d-4717-8944-7a1884122111,EDR,Linux HackTool Execution,1,1,,
36388120-b3f1-4ce9-b50b-280d9a7f4c04,EDR,Kaspersky Endpoint Security Stopped Via CommandLine - Linux,1,1,,
d54c2f06-aca9-4e2b-81c9-5317858f4b79,EDR,ESXi VSAN Information Discovery Via ESXCLI,1,1,,
cfec9d29-64ec-4a0f-9ffe-0fdb856d5446,EDR,Suspicious Git Clone - Linux,0,1,,
d2d642d7-b393-43fe-bae4-e81ed5915c4b,EDR,Scheduled Task/Job At,1,1,,
8c1a5675-cb85-452f-a298-b01b22a51856,EDR,Suspicious Invocation of Shell via AWK - Linux,1,1,,
c4042d54-110d-45dd-a0e1-05c47822c937,EDR,Python Spawning Pretty TTY Via PTY Module,1,1,,
e7bd1cfa-b446-4c88-8afb-403bcd79e3fa,EDR,System Network Discovery - Linux,1,1,,
cf610c15-ed71-46e1-bdf8-2bd1a99de6c4,EDR,Download File To Potentially Suspicious Directory Via Wget,1,1,,
31545105-3444-4584-bebf-c466353230d2,EDR,Touch Suspicious Service File,1,0,,
d7821ff1-4527-4e33-9f84-d0d57fa2fb66,EDR,Print History File Contents,1,1,,
78a80655-a51e-4669-bc6b-e9d206a462ee,EDR,Install Root Certificate,1,1,,
00b90cc1-17ec-402c-96ad-3a8117d7a582,EDR,Suspicious Curl File Upload - Linux,1,1,,
11063ec2-de63-4153-935e-b1a8b9e616f1,EDR,Linux Remote System Discovery,1,1,,
e4ffe466-6ff8-48d4-94bd-e32d1a6061e2,EDR,Nohup Execution,1,1,,
6adfbf8f-52be-4444-9bac-81b539624146,EDR,Shell Execution via Find - Linux,1,1,,
08f26069-6f80-474b-8d1f-d971c6fedea0,EDR,User Has Been Deleted Via Userdel,1,1,,
ec127035-a636-4b9a-8555-0efd4e59f316,EDR,Clipboard Collection with Xclip Tool,1,1,,
ed447910-bc30-4575-a598-3a2e49516a7a,EDR,Linux Setuid Capability Set on a Binary via Setcap Utility,1,1,,
db1ac3be-f606-4e3a-89e0-9607cbe6b98a,EDR,Capsh Shell Invocation - Linux,1,1,,
ba592c6d-6888-43c3-b8c6-689b8fe47337,EDR,Linux Base64 Encoded Pipe to Shell,1,0,,
fa4aaed5-4fe0-498d-bbc0-08e3346387ba,EDR,Copy Passwd Or Shadow From TMP Path,1,1,,
bed26dea-4525-47f4-b24a-76e30e44ffb0,EDR,Audit Rules Deleted Via Auditctl,0,1,,
72f4ab3f-787d-495d-a55d-68c2ff46cf4c,EDR,Connection Proxy,1,0,,
e34cfa0c-0a50-4210-9cb3-5632d08eb041,EDR,Potential GobRAT File Discovery Via Grep,1,1,,
3f0f5957-04f8-4792-ad89-192b0303bde6,EDR,Python WebServer Execution - Linux,1,1,,
e3a8a052-111f-4606-9aee-f28ebeb76776,EDR,Disabling Security Tools,1,0,,
8737b7f6-8df3-4bb7-b1da-06019b99b687,EDR,Shell Invocation Via Ssh - Linux,1,1,,
47b3bbd4-1bf7-48cc-84ab-995362aaa75a,EDR,Shell Execution via Git - Linux,1,1,,
8344c0e5-5783-47cc-9cf9-a0f7fd03e6cf,EDR,Potential Discovery Activity Using Find - Linux,1,1,,
b86d356d-6093-443d-971c-9b07db583c68,EDR,Suspicious Curl Change User Agents - Linux,1,1,,
d8d97d51-122d-4cdd-9e2f-01b4b4933530,EDR,Capabilities Discovery - Linux,1,1,,
6eea1bf6-f8d2-488a-a742-e6ef6c1b67db,EDR,OMIGOD SCX RunAsProvider ExecuteScript,1,1,,
fe2f9663-41cb-47e2-b954-8a228f3b9dff,EDR,Linux Base64 Encoded Shebang In CLI,1,1,,
97de11cd-4b67-4abf-9a8b-1020e670aa9e,EDR,Pnscan Binary Data Transmission Activity,1,1,,
4b09c71e-4269-4111-9cdd-107d8867f0cc,EDR,Shell Execution via Flock - Linux,1,1,,
1f6b8cd4-3e60-47cc-b282-5aa1cbc9182d,EDR,Remote Access Tool - Team Viewer Session Started On Linux Host,1,1,,
4cad6c64-d6df-42d6-8dae-eb78defdc415,EDR,Potential Linux Process Code Injection Via DD Utility,1,1,,
4e25af4b-246d-44ea-8563-e42aacab006b,EDR,Potential Xterm Reverse Shell,1,1,,
7f734ed0-4f47-46c0-837f-6ee62505abd9,EDR,Potential Netcat Reverse Shell Execution,1,1,,
f2bed782-994e-4f40-9cd5-518198cb3fba,EDR,Linux Sudo Chroot Execution,1,1,,
093d68c7-762a-42f4-9f46-95e79142571a,EDR,Shell Execution via Nice - Linux,1,1,,
880973f3-9708-491c-a77b-2a35a1921158,EDR,Linux Shell Pipe to Shell,1,1,,
11701de9-d5a5-44aa-8238-84252f131895,EDR,Docker Container Discovery Via Dockerenv Listing,1,1,,
0cf7a157-8879-41a2-8f55-388dd23746b7,EDR,Linux Recon Indicators,1,1,,
3fcc9b35-39e4-44c0-a2ad-9e82b6902b31,EDR,Syslog Clearing or Removal Via System Utilities,1,0,,
f41dada5-3f56-4232-8503-3fb7f9cf2d60,EDR,ESXi Storage Information Discovery Via ESXCLI,1,1,,
9b5de532-a757-4d70-946c-1f3e44f48b4d,EDR,Shell Execution GCC - Linux,1,1,,
c67fc22a-0be5-4b4f-aad5-2b32c4b69523,HOST,Symlink Etc Passwd,1,1,,
e09eb557-96d2-4de9-ba2d-30f712a5afd3,HOST,Commands to Clear or Remove the Syslog - Builtin,1,1,,
c67e0c98-4d39-46ee-8f6b-437ebf6b950e,HOST,Shellshock Expression,1,1,,
0ac15ec3-d24f-4246-aa2a-3077bb1cf90e,HOST,Privileged User Has Been Created,1,1,,
7a14080d-a048-4de8-ae58-604ce58a795b,HOST,Remote File Copy,1,1,,
8ec2c8b4-557a-4121-b87c-5dfb3a602fae,HOST,JexBoss Command Sequence,1,1,,
18b042f0-2ecd-4b6e-9f8d-aa7a7e7de781,HOST,Buffer Overflow Attempts,1,1,,
7e3c4651-c347-40c4-b1d4-d48590fdf684,HOST,Code Injection by ld.so Preload,1,1,,
fdc88d25-96fb-4b7c-9633-c0e417fdbd4e,HOST,Linux Command History Tampering,1,1,,
738d9bcf-6999-4fdb-b4ac-3033037db8ab,HOST,Suspicious Reverse Shell Command Line,1,1,,
41e5c73d-9983-4b69-bd03-e13b67e9623c,HOST,Equation Group Indicators,1,1,,
2aa1440c-9ae9-4d92-84a7-a9e5f5e31695,HOST,Suspicious Activity in Shell Commands,1,1,,
36aa86ca-fd9d-4456-814e-d3b1b8e1e0bb,HOST,Relevant ClamAV Message,1,0,,
e76b413a-83d0-4b94-8e4c-85db4a5b8bdc,HOST,Suspicious OpenSSH Daemon Error,1,0,,
c8e35e96-19ce-4f16-aeb6-fd5588dc5365,HOST,Suspicious Named Error,1,0,,
49f5dfc1-f92e-4d34-96fa-feba3f6acf36,HOST,Disabling Security Tools - Builtin,1,0,,
af202fd3-7bff-4212-a25a-fb34606cfcbe,HOST,Modifying Crontab,1,1,,
377f33a1-4b36-4ee1-acee-1dbe4b43cfbe,HOST,Suspicious VSFTPD Error Messages,1,1,,
1edd77db-0669-4fef-9598-165bda82826d,HOST,Guacamole Two Users Sharing Session Anomaly,1,0,,
c4568f5d-131f-4e78-83d4-45b2da0ec4f1,IDS,Communication To LocaltoNet Tunneling Service Initiated - Linux,1,1,,
19bf6fdb-7721-4f3d-867f-53467f6a5db6,IDS,Communication To Ngrok Tunneling Service - Linux,1,1,,
dbfc7c98-04ab-4ab7-aa94-c74d22aa7376,IDS,Potentially Suspicious Malware Callback Communication - Linux,1,1,,
a46c93b7-55ed-4d27-a41b-c259456c4746,IDS,Linux Crypto Mining Pool Connections,1,1,,
83dcd9f6-9ca8-4af7-a16e-a1c7a6b51871,IDS,Linux Reverse Shell Indicator,1,1,,
e497a24e-9345-4a62-9803-b06d7d7cb132,HOST,ASLR Disabled Via Sysctl or Direct Syscall - Linux,1,1,,
ca94a6db-8106-4737-9ed2-3e3bb826af0a,HOST,Password Policy Discovery - Linux,1,1,,
a7af2487-9c2f-42e4-9bb9-ff961f0561d5,HOST,Audio Capture,1,1,,
f34047d9-20d3-4e8b-8672-0a35cc50dc71,HOST,System Information Discovery - Auditd,1,1,,
49aae26c-450e-448b-911d-b3c13d178dfc,HOST,Linux Keylogging with Pam.d,1,1,,
759d0d51-bc99-4b5e-9add-8f5b2c8e7512,HOST,Creation Of An User Account,1,1,,
c0d3734d-330f-4a03-aae2-65dacc6a8222,HOST,Webshell Remote Command Execution,1,1,,
710bdbce-495d-491d-9a8f-7d0d88d2b41e,HOST,Special File Creation via Mknod Syscall,1,1,,
b207d563-a1d9-4275-b349-77d1eb55aa6d,HOST,System Info Discovery via Sysinfo Syscall,1,1,,
eca5e022-d368-4043-98e5-9736fb01f72f,HOST,Clear or Disable Kernel Ring Buffer Logs via Syslog Syscall,1,1,,
3761e026-f259-44e6-8826-719ed8079408,HOST,Linux Network Service Scanning - Auditd,1,1,,
2dad0cba-c62a-4a4f-949f-5f6ecd619769,HOST,Split A File Into Pieces - Linux,1,1,,
106d7cbd-80ff-4985-b682-a7043e5acb72,HOST,Loading of Kernel Module via Insmod,1,1,,
a39d7fa7-3fbd-4dc2-97e1-d87f546b1bbc,HOST,Program Executions in Suspicious Folders,1,0,,
977ef627-4539-4875-adf4-ed8f780c4922,HOST,Auditing Configuration Changes on Linux Host,1,0,,
ea61bb82-a5e0-42e6-8537-91d29500f1b9,HOST,Potential Abuse of Linux Magic System Request Key,1,1,,
9e1bef8d-0fff-46f6-8465-9aa54e128c1e,HOST,Use Of Hidden Paths Or Files,1,1,,
c830f15d-6f6e-430f-8074-6f73d6807841,HOST,Logging Configuration Changes on Linux Host,1,0,,
a94cdd87-6c54-4678-a6cc-2814ffe5a13d,HOST,Unix Shell Configuration Modification,1,1,,
808146b2-9332-4d78-9416-d7e47012d83d,HOST,BPFDoor Abnormal Process ID or Lock File Accessed,1,1,,
4b3cb710-5e83-4715-8c45-8b2b5b3e5751,HOST,Modification of ld.so.preload,1,1,,
1f358e2e-cb63-43c3-b575-dfb072a6814f,HOST,System and Hardware Information Discovery,1,1,,
1bac86ba-41aa-4f62-9d6b-405eac99b485,HOST,Systemd Service Creation,1,1,,
323ff3f5-0013-4847-bbd4-250b5edb62cc,HOST,Modify System Firewall,1,1,,
74c01ace-0152-4094-8ae2-6fd776dd43e5,HOST,File or Folder Permissions Change,1,1,,
fe10751f-1995-40a5-aaa2-c97ccb4123fe,HOST,Linux Capabilities Discovery,1,1,,
70b4156e-50fc-4523-aa50-c9dddf1993fc,HOST,Bpfdoor TCP Ports Redirect,1,1,,
37222991-11e9-4b6d-8bdf-60fbe48f753e,HOST,Overwriting the File with Dev Zero or Null,1,1,,
071d5e5a-9cef-47ec-bc4e-a42e34d8d0ed,HOST,Possible Coin Miner CPU Priority Param,1,0,,
f200dc3f-b219-425d-a17e-c38467364816,HOST,Clipboard Collection of Image Data with Xclip Tool,1,1,,
ce446a9e-30b9-4483-8e38-d2c9ad0a2280,HOST,Steganography Hide Files with Steghide,1,1,,
a5a827d9-1bbe-4952-9293-c59d897eb41b,HOST,Steganography Extract Files with Steghide,1,1,,
eae8ce9f-bde9-47a6-8e79-f20d18419910,HOST,Suspicious History File Operations - Linux,1,0,,
d08722cd-3d09-449a-80b4-83ea2d9d4616,HOST,Hidden Files and Directories,1,1,,
214e7e6c-f21b-47ff-bb6f-551b2d143fcf,HOST,Clipboard Collection with Xclip Tool - Auditd,1,1,,
df3fcaea-2715-4214-99c5-0056ea59eb35,HOST,Credentials In Files - Linux,1,1,,
4cb57c2f-1f29-41f8-893d-8bed8e1c1d2f,HOST,System Shutdown/Reboot - Linux,1,1,,
1543ae20-cbdf-4ec1-8d12-7664d667a825,HOST,Suspicious Commands Linux,1,1,,
c52a914f-3d8b-4b2a-bb75-b3991e75f8ba,HOST,Binary Padding - Linux,1,1,,
edd595d7-7895-4fa7-acb3-85a18a8772ca,HOST,Steganography Unzip Hidden Information From Picture File,1,1,,
cb39d16b-b3b6-4a7a-8222-1cf24b686ffc,HOST,Data Exfiltration with Wget,1,1,,
b3cec4e7-6901-4b0d-a02d-8ab2d8eb818b,HOST,File Time Attribute Change - Linux,1,1,,
9a0d8ca0-2385-4020-b6c6-cb6153ca56f3,HOST,System Owner or User Discovery - Linux,1,1,,
e2f17c5d-b02a-442b-9052-6eb89c9fec9c,HOST,Screen Capture with Xwd,1,1,,
2625cc59-0634-40d0-821e-cb67382a3dd7,HOST,Service Reload or Start - Linux,1,1,,
45810b50-7edc-42ca-813b-bdac02fb946b,HOST,Steganography Hide Zip Information in Picture File,1,1,,
dbe4b9c5-c254-4258-9688-d6af0b7967fd,HOST,Screen Capture with Import Tool,1,1,,
a3b5e3e9-1b49-4119-8b8e-0344a01f21ee,HOST,Data Compressed,1,1,,
9d4548fa-bba0-4e88-bd66-5d5bf516cda0,HOST,Masquerading as Linux Crond Process,1,1,,
f4d3748a-65d1-4806-bd23-e25728081d01,HOST,Network Sniffing - Linux,1,1,,
a5b977d6-8a81-4475-91b9-49dbfcd941f7,HOST,Remove Immutable File Attribute - Auditd,1,0,,
53059bc0-1472-438b-956a-7508a94a91f0,HOST,Disable System Firewall,1,1,,
1a2ea919-d11d-4d1e-8535-06cda13be20f,HOST,Triple Cross eBPF Rootkit Default Persistence,1,1,,
35a05c60-9012-49b6-a11f-6bab741c9f74,HOST,Wget Creating Files in Tmp Directory,1,1,,
00eee2a5-fdb0-4746-a21d-e43fbdea5681,HOST,Linux Doas Conf File Creation,1,0,,
6c4e2f43-d94d-4ead-b64d-97e53fa2bd05,HOST,Persistence Via Cron Files,1,1,,
179b3686-6271-4d87-807d-17d843a8af73,HOST,Suspicious Filename with Embedded Base64 Commands,1,1,,
ddb26b76-4447-4807-871f-1b035b2bfa5d,HOST,Persistence Via Sudoers Files,1,1,,
4096842a-8f9f-4d36-92b4-d0b2a62f9b2a,GENERIC,Potential PetitPotam Attack Via EFS RPC Calls,1,1,,
b640c0b8-87f8-4daa-aef8-95a24261dd1d,GENERIC,MITRE BZAR Indicators for Execution,1,1,,
92dae1ed-1c9d-4eff-a567-33acbd95b00e,GENERIC,Possible Impacket SecretDump Remote Activity - Zeek,1,0,,
503fe26e-b5f2-4944-a126-eab405cc06e5,GENERIC,Kerberos Network Traffic RC4 Ticket Encryption,1,0,,
2e69f167-47b5-4ae7-a390-47764529eff5,GENERIC,Transferring Files with Credential Data via Network Shares - Zeek,1,0,,
f1b3a22a-45e6-4004-afb5-4291f9c21166,GENERIC,Suspicious PsExec Execution - Zeek,1,1,,
021310d9-30a6-480a-84b7-eaa69aeb92bb,GENERIC,First Time Seen Remote Named Pipe - Zeek,1,1,,
705072a5-bb6f-4ced-95b6-ecfa6602090b,GENERIC,WebDav Put Request,1,1,,
bf74135c-18e8-4a72-a926-0e4f47888c19,GENERIC,DNS Events Related To Mining Pools,1,1,,
53389db6-ba46-48e3-a94c-e0f2cefe1583,GENERIC,MITRE BZAR Indicators for Persistence,1,1,,
a8322756-015c-42e7-afb1-436e85ed3ff5,GENERIC,DNS TOR Proxies,1,0,,
bae2865c-5565-470d-b505-9496c87d0c30,GENERIC,SMB Spoolss Name Piped Usage,1,1,,
dde85b37-40cd-4a94-b00c-0b8794f956b5,GENERIC,Remote Task Creation via ATSVC Named Pipe - Zeek,1,1,,
5588576c-5898-4fac-bcdd-7475a60e8f43,GENERIC,Suspicious DNS Query Indicating Kerberos Coercion via DNS Object SPN Spoofing - Network,1,1,,
ede05abc-2c9e-4624-9944-9ff17fdc0bf5,GENERIC,Suspicious DNS Z Flag Bit Set,1,1,,
aac2fd97-bcba-491b-ad66-a6edf89c71bf,GENERIC,Executable from Webdav,1,1,,
1fc0809e-06bf-4de3-ad52-25e5263b7623,GENERIC,Publicly Accessible RDP Service,1,0,,
3eaf6218-3bed-4d8a-8707-274096f12a18,GENERIC,Wannacry Killswitch Domain,1,0,,
8ae51330-899c-4641-8125-e39f2e07da72,GENERIC,DNS TXT Answer with Possible Execution Strings,1,1,,
c64c5175-5189-431b-a55e-6d9882158251,GENERIC,Telegram Bot API Request,1,1,,
4153a907-2451-4e4f-a578-c52bb6881432,GENERIC,Suspicious DNS Query with B64 Encoded String,1,0,,
2975af79-28c4-4d2f-a951-9095f229df29,GENERIC,Cobalt Strike DNS Beaconing,1,1,,
b593fd50-7335-4682-a36c-4edcb68e4641,GENERIC,Monero Crypto Coin Mining Pool Lookup,1,1,,
aff715fa-4dd5-497a-8db3-910bea555566,GENERIC,DNS Query to External Service Interaction Domains,1,1,,
a7c0ae48-8df8-42bf-91bd-2ea57e2f9d43,GENERIC,Juniper BGP Missing MD5,1,1,,
ddbbe845-1d74-43a8-8231-2156d180234d,GENERIC,FortiGate - New Local User Created,1,1,,
8b5dacf2-aeb7-459d-b133-678eb696d410,GENERIC,FortiGate - VPN SSL Settings Modified,1,1,,
f24ab7a8-f09a-4319-82c1-915586aa642b,GENERIC,FortiGate - New Firewall Policy Added,1,1,,
cd0a4943-0edd-42cf-b50c-06f77a10d4c1,GENERIC,FortiGate - New Administrator Account Created,1,1,,
5c8d7b41-3812-432f-a0bb-4cfb7c31827e,GENERIC,FortiGate - Firewall Address Object Added,1,1,,
2bfb6216-0c31-4d20-8501-2629b29a3fa2,GENERIC,FortiGate - New VPN SSL Web Portal Added,1,1,,
56fa3cd6-f8d6-4520-a8c7-607292971886,GENERIC,Cisco BGP Authentication Failures,1,1,,
50e606bf-04ce-4ca7-9d54-3449494bbd4b,GENERIC,Cisco LDP Authentication Failures,1,1,,
cd072b25-a418-4f98-8ebc-5093fb38fe1a,GENERIC,Cisco Collect Data,1,1,,
9705a6a1-6db6-4a16-a987-15b7151e299b,GENERIC,Cisco Discovery,1,1,,
671ffc77-50a7-464f-9e3d-9ea2b493b26b,GENERIC,Cisco Modify Configuration,1,1,,
1f978c6a-4415-47fb-aca5-736a44d7ca3d,GENERIC,Cisco Crypto Commands,1,1,,
d94a35f0-7a29-45f6-90a0-80df6159967c,GENERIC,Cisco Denial of Service,1,1,,
b094d9fb-b1ad-4650-9f1a-fb7be9f1d34b,GENERIC,Cisco Show Commands Input,1,1,,
b9e1f193-d236-4451-aaae-2f3d2102120d,GENERIC,Cisco Sniffing,1,1,,
9e8f6035-88bf-4a63-96b6-b17c0508257e,GENERIC,Cisco Disabling Logging,1,0,,
ceb407f6-8277-439b-951f-e4210e3ed956,GENERIC,Cisco Clear Logs,1,1,,
5e51acb2-bcbe-435b-99c6-0e3cd5e2aa59,GENERIC,Cisco Stage Data,1,1,,
6d844f0f-1c18-41af-8f19-33e7654edfc3,GENERIC,Cisco Local Accounts,1,1,,
71d65515-c436-43c0-841b-236b1f32c21e,GENERIC,Cisco File Deletion,1,1,,
a557ffe6-ac54-43d2-ae69-158027082350,GENERIC,Huawei BGP Authentication Failures,1,1,,
7794fa3c-edea-4cff-bec7-267dd4770fd7,EDR,Clipboard Data Collection Via OSAScript,1,1,,
b22a5b36-2431-493a-8be1-0bae56c28ef3,EDR,Hidden User Creation,1,1,,
b6e2a2e3-2d30-43b1-a4ea-071e36595690,EDR,Space After Filename - macOS,1,1,,
3b2c1059-ae5f-40b6-b5d4-6106d3ac20fe,EDR,Hidden Flag Set On File/Directory Via Chflags - MacOS,1,1,,
7f2bb9d5-6395-4de5-969c-70c11fbe6b12,EDR,Split A File Into Pieces,1,1,,
40b1fbe2-18ea-4ee7-be47-0294285811de,EDR,System Shutdown/Reboot - MacOs,1,1,,
b743623c-2776-40e0-87b1-682b975d0ca5,EDR,User Added To Admin Group Via Dscl,1,1,,
1bc2e6c5-0885-472b-bed6-be5ea8eace55,EDR,MacOS Scripting Interpreter AppleScript,1,1,,
13db8d2e-7723-4c2c-93c1-a4d36994f7ef,EDR,Potential In-Memory Download And Compile Of Payloads,1,1,,
22c45af6-f590-4d44-bab3-b5b2d2a2b6d9,EDR,Remote Access Tool - Potential MeshAgent Execution - MacOS,0,1,,
e0cfaecd-602d-41af-988d-f6ccebb2af26,EDR,Suspicious Installer Package Child Process,1,1,,
53821412-17b0-4147-ade0-14faae67d54b,EDR,System Integrity Protection (SIP) Enumeration,1,1,,
ddf36b67-e872-4507-ab2e-46bda21b842c,EDR,Local System Accounts Discovery - MacOs,1,1,,
ae9d710f-dcd1-4f75-a0a5-93a73b5dda0e,EDR,Launch Agent/Daemon Execution Via Launchctl,1,1,,
09a910bf-f71f-4737-9c40-88880ba5913d,EDR,Potential Base64 Decoded From Images,1,1,,
69483748-1525-4a6c-95ca-90dc8d431b68,EDR,Suspicious Microsoft Office Child Process - MacOS,1,1,,
7c3b43d8-d794-47d2-800a-d277715aa460,EDR,Scheduled Cron Task/Job - MacOs,1,1,,
ff39f1a6-84ac-476f-a1af-37fcdf53d7c0,EDR,Disable Security Tools,1,1,,
2c95fa8a-8b8d-4787-afce-7117ceb8e3da,EDR,Time Machine Backup Disabled Via Tmutil - MacOS,1,1,,
652c098d-dc11-4ba6-8566-c20e89042f2b,EDR,User Added To Admin Group Via Sysadminctl,1,1,,
5de06a6f-673a-4fc0-8d48-bcfe3837b033,EDR,System Information Discovery Using sw_vers,1,1,,
b120b587-a4c2-4b94-875d-99c9807d6955,EDR,Credentials from Password Stores - Keychain,1,1,,
3603f18a-ec15-43a1-9af2-d196c8a7fec6,EDR,System Integrity Protection (SIP) Disabled,1,1,,
bf241472-f014-4f01-a869-96f99330ca8c,EDR,Disk Image Mounting Via Hdiutil - MacOS,1,1,,
5d0fdb62-f225-42fb-8402-3dfe64da468a,EDR,User Added To Admin Group Via DseditGroup,1,1,,
719c22d7-c11a-4f2c-93a6-2cfdd5412f68,EDR,Decode Base64 Encoded Text -MacOs,1,0,,
95361ce5-c891-4b0a-87ca-e24607884a96,EDR,Binary Padding - MacOS,1,1,,
